,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80,m81,m82,m83,m84,m85,m86,m87,m88,m89,m90,m91,m92,m93,m94,m95,m96,m97,m98,m99,m100
m28,0.6468998104809374,0.3255247354564274,0.38041270976509206,0.34399182562861463,0.18236848965876107,0.7249899041213488,0.39033326035806193,0.17960547956209671,0.1208185508273884,0.525680402324522,0.4100015122127098,0.1444123449033704,0.28933457348985914,0.45983790264416735,0.3216308716550382,0.5325593201945331,0.7610246527893141,0.44345951413436785,0.19210132199954139,0.3615672433755053,0.7000096564943995,0.33946648197906903,0.3135370133133565,0.22657312147470238,0.5551975021062459,0.5460648030029179,0.2317807055595788,,0.6855003765096606,0.5360967987142643,0.5088145415688548,0.6555068617381092,,0.7305456989696787,0.2997466268606885,0.5846058607995198,,,0.6693988763911057,0.6741043024212946,0.6518794569595601,0.15168328066025094,0.23712577879710717,0.36549906616550454,0.5151937285147551,0.38089829844694295,0.5568855589191656,0.4002635549020115,0.33186544479525365,0.6788279752560017,0,0.4141148113913113,,0.08330407078573177,0.23887981968752614,,0.7718452088349601,0.546704088116528,,0.31777923032833355,0.6094596500927623,0.4411105780976856,,0.24077921728873797,0.36560200659398245,,,0.5468862558428254,0.7445237300722987,0.49643955688195723,0.09280690485029341,0.3410134063381265,0.3807272062035216,0.17097092003272923,,0.5629353422307285,0.7446929256686976,0.2639530158562772,0.3726649045245916,0.5020617021539624,0.3106659143774739,0.5679961725671189,0.4221579412477886,0.7116986132858997,0.4505908566430025,0.460317559406622,,0.32778645401382056,0.26345580709736377,,0,0.18616651016641428,0.29980610037951116,0.6680489838375456,0.21662990812813276,0.3186973314512913,0.04409021579098804,,0.7493139920258403,0.12893138131295273
m29,0.6688783138982832,0.38246434709311417,0.26100413648855536,0.4014064838336513,0.45564097572409873,0.5770658686881883,0.2940208277989118,0.31595587158782723,0.2057767132268375,0.45979032001024794,0.45195215484014173,0.22692110404485927,0.19937946527872552,0.3947723390988269,0.32903628704811494,0.5803996533677906,0.6142777258847798,0.42985139152302826,0.24551981376143683,0.20336592807153703,0.5173062360064941,0.33071821402646095,0.22054440434510808,0.3916000485785682,0.5756199772927164,0.3823428763499358,0.21650384665919198,0.6855003765096606,,0.574861095011323,0.22947864397382756,0.732671160298027,,0.5595836262619074,0.4082280389487941,0.6375904263505369,,,0.46741126254252,0.9140306105391708,0.7031056049123681,0.5117662566802972,0.4149014674579178,0.2946916858108237,0.5718282323002836,0.1970852985924635,0.6726371644745798,0.3072631261829844,0.6475024683058188,0.7216914372518735,0,0.5519446569303377,0.6233525934949697,0.30544510256352253,0.2808778425318683,,0.44453425908145683,0.6915834689771918,,0.2478184411483006,0.21006948852538143,0.42961218052113903,0.22828804187291057,0.08480871100633336,0.36213095745715873,0.3843803275157925,,0.3927942933579131,0.6383835062887049,0.4237401597275331,0.36811240444081084,0.583065026954541,0.5349006327626484,0.10908873153599458,,0.30695407892011206,0.597036774148146,0.6614967436352107,0.23353438495488515,0.9316989992980577,0.4660708262274229,0.5886939727452225,0.7654768154391904,0.31333808686029996,0.5636288678508674,0.41571719133703433,0.3466018295291451,0.3273910422989884,0.3240668473249594,,0,0.22364086344691642,0.2513934418647735,0.6252621560392423,0.3788613621757509,,0.746726609309223,0.18762851041318696,0.347338280506326,0.39794052810816244
m30,0.3806280783949606,0.582267752935504,0.6396263578610943,0.4719984836864593,0.5195905333763858,0.2665979362012182,0.5487847564296116,,,0.5484540338999775,0.5568144863551083,0.1965491957011682,,0.4060944839880193,0.5501020347193375,0.5078756186900315,0.5324220211572777,0.43390390724865974,0.4427875873432488,0.6061808403906406,0.5114675029037298,0.5652865348322941,,0.5096909946047521,0.6138445213716454,0.5792509084349564,,0.5360967987142643,0.574861095011323,,0.21076046880478738,0.4804969500492225,,0.42851074945078055,0.2427251204409444,0.6227902368816218,,,0.4544809798383854,,0.47182608954201716,0.32181284023604273,0.6356176353110772,0.24992686237435263,0.7046170857691392,0.531307750932281,0.31425394418653774,0.3528252376299399,0.541711407646322,0.6361661476679559,0,0.6381044014341595,0.9186495770941869,,0.23118863268878254,,0.4588864218324636,0.52657291843517,,0.20024551171789007,0.28446451924589283,0.3152804723641959,,,0.7125431023836559,,,0.7934934674214813,0.433193351059933,0.5537129674647093,,0.3746745400205934,0.14534621540002468,0.24873665282197555,,0.5054212312069852,0.6007867236835178,0.6071148439256038,,0.6639714887048115,0.12895197459015534,0.46400348852701334,0.1908395806157081,0.20092299047878898,0.5903826013351089,0.8651192012947673,,0.21892436101272056,0.2877530254147248,,0,0.6147789053636239,0.29177010489219446,0.3189406862952734,0.4257253955117594,0.5881048501355439,0.7973624781633823,,0.5520917078062043,0.6978019556532562
m31,0.40387078800661375,0.5607433201599444,0.637972184447789,0.6207566086435886,0.6362651007632927,0.4017212875462801,0.5731472761287366,0.9261026176930455,0.6102611975747851,0.6570779460559603,0.4832593789369521,0.8345281779395548,0.5362453038427817,0.3936800671244681,0.7049351358274687,0.389585889827197,0.3401795590561507,0.4084854627613563,0.6206259390943968,0.7560358987264769,0.38901681847453884,0.5559881010569928,0.843332511562011,0.5968478393055654,0.39072685178981487,0.6117436451171729,0.5816096414694719,0.5088145415688548,0.22947864397382756,0.21076046880478738,,0.3607714165755788,,0.467295354590097,0.5912140347446974,0.3735617370205867,,0.3752328346620749,0.46545739519777307,0.14810308947211875,0.32552883136361466,0.6328834108109863,0.6242327755786463,0.5900541100878629,0.3863191836267985,0.6494582372898972,0.36854210581891933,0.6510662228424083,,0.32882436082723954,0,0.38658002296568716,,0.41446512753885806,0.5581590050919342,,0.44656302510700535,0.38213365428984136,,0.546796179752306,0.7822559075997353,0.6507522974187007,0.8332484229162374,0.7043911221163648,0.6427089488239413,0.5240128984693784,,0.7407681312869787,0.5093502495320265,0.46771595845116587,0.8276536770585271,0.33024816484061925,0.43767134310651146,0.829998199782517,,0.6454913000517768,,0.3456202838469954,0.7407978205214545,0.8801498908018295,0.30676448254560074,0.4373961759487992,,0.5727938797060778,0.45743788898974447,0.7405452249197378,0.638612365145194,0.6292938084689421,0.6352155524715506,,0,0.6605769699745251,0.5825402169820533,0.4130610946578744,0.6737066009650337,,,,,0.6454280026481836
m32,0.6458193776853497,0.3867998125218415,0.4301582181409789,0.35200734258567445,0.32763221741127024,0.6241353709051362,0.4094236997269117,0.3262643873195794,0.26786190142463295,0.4761297780125758,0.47313779497715713,0.27117023327733997,0.30444829363114,0.5506204115199479,0.21179739351231291,0.6738174797413745,0.5557506080403963,0.48963357522586903,0.26924527883761795,0.3251334972151896,0.5948914525964469,0.44317645919086435,0.3053449124570553,0.429984146611239,0.557068564521643,0.5820174211679214,0.26828697510377525,0.6555068617381092,0.732671160298027,0.4804969500492225,0.3607714165755788,,0.03519554185824042,0.5559733622803541,0.33862006004243916,0.6157333255158983,0.4009968674495746,0.2952861610946603,0.5047887121316483,0.7017379951108785,0.718974785986281,0.39850189968139504,0.44455155620636605,0.3124300267689917,0.542715869397293,0.33651395325880096,0.7020956750023272,0.3280522973812593,0.7397828892869579,0.7026915702125901,0,0.5888133622844044,0.8984722457559273,0.2198834893018024,0.5074443259415029,0.47257734117315336,0.5761509744170364,0.5986937043692951,0.011127266321061258,0.4174768997259207,0.23991031882073505,0.46601771221562993,0.30381716894977095,0.3366109657829372,0.278837616519249,0.27644702618203226,,0.5283260080813447,0.5431838548852652,0.47461507336529946,0.24474865537479273,0.5769150178064499,0.5454257819800841,0.3819942050582901,0.10688881056406602,0.41885191502469227,0.6909361806681452,0.3614322277817872,0.28397059367269084,0.4404043099678319,0.49322153433996563,0.5912525291823661,0.6847379865178542,0.7236411513042748,0.5204289853446342,0.40315376858565594,0.24736172949574947,0.34938912837959346,0.4074965860960711,,0,0.2764848630301191,0.23696727072437973,0.6572464189708184,0.3596774068772101,0.47209110514808245,0.6149783845457527,0.20537493520518751,0.3652088339926717,0.40737070049082713
m33,0.03519554185824042,,,,,0.2600753798497556,,,,,,,,,,0.2651958923864817,,,,,,,,,,,,,,,,0.03519554185824042,,,,,,,0.16171567230330486,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.45084857806395984,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
m34,0.6789107003891838,0.43471756594975486,0.43476572191300533,0.38549097495958673,0.3888480983255814,0.5375718386294868,0.47839165657245947,0.47047463380062177,0.2925115386522774,0.49916020840690434,0.5254424019564309,0.31984587081617166,0.4571751422901628,0.47077929250698153,0.354345797546861,0.540542901182541,0.677375206475183,0.42116254546607335,0.3715344003999824,0.25857776024413825,0.5509594054614382,0.47562601183738745,0.3670365833675612,0.3739298831830202,0.47440088113582896,0.46923519704799366,0.3950511874558514,0.7305456989696787,0.5595836262619074,0.42851074945078055,0.467295354590097,0.5559733622803541,,,0.34231746260073515,0.6113257639269171,0.6924258399258146,0.3165829408372472,0.5956396586939912,0.5881151164321041,0.5939437558504318,0.4100892999196367,0.3549466620205119,0.38392032288277095,0.48814258470693395,0.33065183278912136,0.5656288923654946,0.42218695243571946,0.4673347803970906,0.5955240933337634,0,0.5099094603619291,0.7790535004659457,0.5223270392573317,0.2440309196634286,0.5055575770603091,0.4867148359480179,0.6116574041870528,0.6376366028232309,0.5266387516871249,0.38130580625870714,0.47051545681166734,0.3483442336838617,0.2229953273087376,0.3346349938684776,0.3110901747798459,0.2045918519191252,0.3929765213053046,0.5310556381047792,0.43779671898288336,0.3236687933071841,0.5525100552257827,0.510727190892259,0.23728621283239498,0.49084897644595576,0.28637486116968414,0.6112239728621778,0.47802702808635705,0.38787263846858344,0.558064089182954,0.30197112849375435,0.6199805306555456,0.37864488597889917,0.4116639447504822,0.4593254057915838,0.34283216368780955,0.5025240174938533,0.37378732544901616,0.32353090167693654,0.09531763237482982,0,0.33178487338922213,0.37899175310210426,0.582709684807061,0.4023372598581311,0.5766146896571471,0.5021175299112475,0.5295345070071138,0.45048841015318924,0.35411327639089096
m35,0.3212922315620883,0.5262384237848098,0.5599996828141288,0.5669662825379717,0.7280795527549823,0.5412278547409508,0.750359236922528,,,0.7286499252566947,0.45140969734518316,0.8688654467893513,0.3569953340302968,0.5422401496829692,0.7596691149275259,0.33492462129743783,0.40615507554326563,0.6136700328369357,0.4399469434601028,0.4673687697525444,0.3270843715558106,0.6988339195942556,0.6965345620296158,0.4843352114154455,0.5672248123783784,0.35600126628913104,0.8757799434176816,0.2997466268606885,0.4082280389487941,0.2427251204409444,0.5912140347446974,0.33862006004243916,,0.34231746260073515,,0.27981457722309144,,,0.2785482408184229,0.1729050907187577,0.5557365277033434,0.6408164286135786,0.726937717682665,0.7360800097988783,0.43609119561372367,0.44299170430581736,0.4132908283866147,0.7430268524039108,0.3000426027145833,0.30687852569092894,0,0.4097913607279335,,,0.5179408920091766,,0.45969499306033773,0.4624068916322952,,0.6494976586179293,0.40913633411668915,0.8199761613011747,0.34223301698884345,0.5437714588837227,0.7885179683786272,,,0.3988436918927273,0.1607292439328935,0.667518799049717,0.8979435923873742,0.47009174212554056,0.5959671396666424,0.4265999433461101,,0.1169341659477997,0.15441735898201459,0.24328957270982016,0.19002467035716913,0.27707067492788046,0.5375941867232049,0.5937727442171572,0.4332696061395604,0.48093025415845214,0.7526037813701209,0.43516680166315086,0.7793827151320991,0.6741197853380823,0.6291417253981265,,0,0.6242286998171652,0.9353924022825931,0.48694265965523253,0.8014826281628435,0.2992560983441963,0.7820177698357541,,0.12503580417283927,0.8201796938413703
m36,0.6450004293432079,0.36829081882929926,0.3519227872186696,0.3084151046695114,0.3991977889670511,0.5809665154837493,0.4283818972201432,0.3278140550018529,0.18269706450688783,0.47382594399932493,0.5380639181158636,0.29300855117782343,0.40448997884551796,0.6317580923802921,0.2748688461799137,0.5363893784124454,0.6517945901678935,0.5248897903849808,0.31355787249350464,0.21972640284656375,0.5810248150019048,0.45078211870830537,0.262300583708731,0.46500459978665976,0.6397711775139959,0.4636431549763536,0.25688289119216595,0.5846058607995198,0.6375904263505369,0.6227902368816218,0.3735617370205867,0.6157333255158983,,0.6113257639269171,0.27981457722309144,,,0.18496983484424523,0.5207373882527603,0.5157108733566843,0.620458611898151,0.31983065127105903,0.32647455291690386,0.33853199028135594,0.5386060286471163,0.3940559232502763,0.6242390529868873,0.4180678542483858,0.6573515673743815,0.6685557333717842,0,0.5701695510276084,0.779272070391879,0.21588519647424698,0.41338805033173737,,0.4913815488051395,0.6355624365555659,0.2832189572444317,0.3024297705640823,0.16738673713131064,0.47880660894746946,0.3347753780487359,0.16973884749946488,0.2211412376331504,0.10338488613974295,0.2661995375617492,0.5382573025103511,0.49478468073565995,0.39212058264480987,0.2377533604578,0.7323435581054915,0.5542393638305314,0.29707297321414494,0.1081756684712647,0.40416790010830994,0.7123397813256258,0.4586075197782904,0.20219557153303874,0.6588956232093768,0.4067997925019057,0.6566413855249699,0.43427134838188797,0.08961752410508361,0.459926114577866,0.47861776988791993,0.3137183783843829,0.30699157712391656,0.3378204807180991,,0,0.3318323650564322,0.26743815577455043,0.5843312996278696,0.3252967469163414,0.805616335038708,0.6142198584532045,0.11134985268892023,0.5806781797103326,0.3539108477277798
m37,0.4874021781368661,,,,,,,,,,0.7596647901832895,,,,,0.2959850011951005,,,0.12590207448054996,,0.5004696877628931,,,,0.38825372142237685,,,,,,,0.4009968674495746,,0.6924258399258146,,,,,0.2645629100741653,,,,,,0.6626436862156794,,,,,0.8768709054287074,0,,,,,,,,,,,,,,,,,,,0.7586085055909961,,,,,,,,,,,,,,,,,,,,,0,,,0.888233640009723,,,,,,
m38,0.26133232364771536,0.5473946843975468,0.6159303625686915,0.43978521298552403,0.4754390037214516,0.5478177840933568,0.558679412645115,,0.9521817338721354,0.2789901114413718,0.40936299796816455,0.5356665500777462,0.7279876803350844,0.6180789096031225,,0.11004861557015871,0.20410416652390678,0.6504060368441914,0.6115026347614538,0.6483193159187732,0.5310634059343627,0.7826561416771569,0.8538390535958875,0.43725410751060473,0.14689975423401375,0.47249446716626614,0.258022035512008,,,,0.3752328346620749,0.2952861610946603,,0.3165829408372472,,0.18496983484424523,,,0.2851416748587614,,,0.23022505192946524,,0.5172691765380962,0.5942344458898179,0.5841929791400513,0.17972259185667644,0.6127025657914816,,0.13005615942969379,0,0.16084039411112455,,0.5187116097302351,,,0.5985088619775518,0.45162621920351276,,0.7577871234303947,0.7957533781262216,0.381532404180379,0.43358396899344115,0.8983134294410138,0.802217972105826,,,,0.14463720892856086,0.4406033163462278,0.9696841950971278,,,0.5762695437545711,,,,,0.8850366281564517,,0.8745965987993564,,,,,0.6283207945398596,0.5668693281374213,0.7262957662285852,0.7915233665451329,,0,,0.942561925762277,0.35220738299272586,0.5186106967563708,,,,,0.9037226700710912
m39,0.5771599137857236,0.47768809924752825,0.4211852158621576,0.42756700488506205,0.4166389451370172,0.5194005229064959,0.42274218934847135,0.5207127540674295,0.5046190768581001,0.5344603437925864,0.5373112160641541,0.39407085616154386,0.5323064265830608,0.5359603078912167,0.4384764422543333,0.514159292555619,0.6166233447812556,0.403029578543621,0.4434023885984013,0.46384488219503117,0.5590804061180527,0.556277891648209,0.3448818734608452,0.5449119068224209,0.498513898419299,0.45354034523400855,0.3689634944444201,0.6693988763911057,0.46741126254252,0.4544809798383854,0.46545739519777307,0.5047887121316483,0.16171567230330486,0.5956396586939912,0.2785482408184229,0.5207373882527603,0.2645629100741653,0.2851416748587614,,0.801980686771276,0.4653147565482337,0.4814634193223936,0.3465187219691615,0.47594917789318114,0.543620044519215,0.37354572744051096,0.5140401324559881,0.4691823442253084,0.8694063266883685,0.5376850386242636,0,0.5173868987157605,,0.4724581266484148,0.45350500154527007,0.5272260945354907,0.5743278129113669,0.5195889865316594,0.41626974696394065,0.478398579049945,0.3901277077354055,0.45976970242831705,0.5233023424299388,0.3171508918512202,0.42636101378553926,0.40989956701089836,,0.4586136478804496,0.5045949729674759,0.4830852778072741,0.4713898531984944,0.5403952916400074,0.4296314325115187,0.3792277949526004,0.6276016553625936,0.5800077336935376,0.8031417546759492,0.5895804437648255,0.34567856020335663,0.5828008228181888,0.3466245766984397,0.5148429401302237,0.36055795278813974,0.32288252563460784,0.5171309285696406,0.37510638383831996,0.43382399034180463,0.4474158170483974,0.4603030538458467,,0,0.40053499626069494,0.5187674166149574,0.5187346022836329,0.5017535527553588,0.5696670836608189,0.4385925186719951,0.4616907836054665,0.6123778711643552,0.38490339449964994
m40,0.5378543087127724,0.6521178956107377,0.2645014175916899,0.022330732130131703,0.4538722682507939,0.4759175507966085,0.579197808902755,,,0.581832747472708,0.6151530995632614,0.1708662111037726,,0.8165911819658191,,0.6279411890820054,0.7128614193191098,,,,0.39100909694358293,0.11138141764657644,,0.29254610138021686,0.5077643990276834,0.6252327792259537,,0.6741043024212946,0.9140306105391708,,0.14810308947211875,0.7017379951108785,,0.5881151164321041,0.1729050907187577,0.5157108733566843,,,0.801980686771276,,0.6536646220341706,0.18004314251866615,0.05856386754606796,0.8837334758433995,0.2913591652448494,0.4080101252575843,0.5106156126263411,0.573705306651588,,0.6401314684670695,0,0.3706612286862928,,,0.362180033475742,,0.7757964898534379,0.8447040996951107,,0.46620550588629234,,0.5275529568951265,,,,,,,,0.24716647077824805,,0.9670799236061962,0.8965638959331648,,,,,,0.26244256375646025,,0.7178456947200471,,0.9089463443530312,,0.07720425675517101,0.15091175563773856,,,0.4360653192637298,,0,0.45872687110469046,,0.8889697776672201,,,,,,0.222439436862856
m41,0.6016995324083029,0.33701291883657136,0.28653890312044517,0.2616982798962273,0.14373341466662887,0.5935165385892224,0.3782063024196493,0.2694446593769739,0.24826223019882876,0.4064780437698054,0.5537549083614587,0.4520940356979441,0.34257916130129007,0.5292992846877811,0.3868418999996034,0.5878152282766782,0.6184351271179643,0.48848428211589545,0.23042120384660197,0.22873261026217845,0.613439977792076,0.38903608500091236,0.35809420838273753,0.3579444241796903,0.6088323489213394,0.684879111837556,0.21426548506806165,0.6518794569595601,0.7031056049123681,0.47182608954201716,0.32552883136361466,0.718974785986281,,0.5939437558504318,0.5557365277033434,0.620458611898151,,,0.4653147565482337,0.6536646220341706,,0.6518414353244584,0.43133474490004925,0.1622004050842562,0.5374700339842414,0.3007711535395122,0.5822625136322397,0.4315055564590956,0.48643831137297344,0.7069052496661676,0,0.5890927734347955,0.8683940154946366,,0.2893727924030284,,0.48065052252396895,0.6067319769890396,,0.4788623656532997,0.34600356677765054,0.4830744020595447,0.21280382184127472,0.11680874288170667,0.23090206203913866,0.19846166728306275,,0.2730449428457683,0.23492466690269398,0.4396292904479429,0.343915784161929,0.5563393839572218,0.6862305030857883,0.3650380223342758,,0.452938024034154,0.30482896347215427,0.6306388408946447,0.3165833867307766,0.39921083917354616,0.3609658683612807,0.6046356738722469,0.3585085021047042,0.5370173605667596,0.4675396802456512,0.41630463717861593,0.2848034347492575,0.3726473495308502,0.3960566193924312,,0,0.35914102294931993,0.2791499254123288,0.7106327932160177,0.4163431066333687,0.7381318942894144,0.6737966637865174,0.4643388204809823,0.24524845499066955,0.3031751396462131
m42,0.3563284382322446,0.6918965302876641,0.6141750147025362,0.8042139551743639,0.6546323192376817,0.35920215155047247,0.5453051869931378,0.6779108214113244,0.6880012705219797,0.503779669697366,0.41818905880546137,0.6735260675146146,0.6624056952662334,0.46222048619119394,0.6274804765683027,0.34120120708887824,0.4406208109020454,0.5143270440694863,0.563488031850065,0.6742539100780962,0.4591393355184787,0.37349975009433695,0.7689761817025413,0.576676267501282,0.40242755472747355,0.5706894348485558,0.37444852171112775,0.15168328066025094,0.5117662566802972,0.32181284023604273,0.6328834108109863,0.39850189968139504,,0.4100892999196367,0.6408164286135786,0.31983065127105903,,0.23022505192946524,0.4814634193223936,0.18004314251866615,0.6518414353244584,,0.4047339329701373,0.5700835164482949,0.6092558009528488,0.43078373197581754,0.30879529956416396,0.7185147475307532,0.44188528453037057,0.2667459056822365,0,0.3596155382609736,,0.5004991585116193,0.5258770880347442,,0.45291504714378655,0.3859331073245498,,0.7338070443302169,0.709876520023732,0.45251021982829503,0.7736442379655505,0.7930545617814024,0.6400379131680943,0.6173937663951943,,0.5221919294401545,0.4359108421375832,0.6339251514363967,0.7924197119759531,0.43833702505954697,0.42105490480616875,0.6325884388186692,,0.5976094844860209,0.3582935671794315,0.46369756558253106,0.7140459831698991,0.7089315244467542,0.5230085686839487,0.7687959602543579,,,0.3224076778512954,0.555012758108629,0.7544422958733283,0.5681050872443488,0.6363918018177174,,0,0.5259585101618907,0.7506206631607538,0.489385600524629,0.6096901373806785,,0.20284385746903888,0.8623999139781031,0.4101696742290946,0.7299133150614764
m43,0.46566846241127435,0.39855446598320265,0.4498201627099,0.5546733948445073,0.6419016264724545,0.43659328443594025,0.647364136040173,0.23934376064262508,0.35740234039538527,0.4539961750973461,0.5339436153815208,0.4938113376081335,0.6067048445479901,0.7417308433671089,0.4161692019832753,0.4660627344226603,0.39283842320053247,0.5494302179553836,0.5180886677606547,0.683000407594764,0.478140568774696,0.6433442687288665,0.6618071251900272,0.5775743229251671,0.5088431115645549,0.4535491071211381,0.6627672373063721,0.23712577879710717,0.4149014674579178,0.6356176353110772,0.6242327755786463,0.44455155620636605,,0.3549466620205119,0.726937717682665,0.32647455291690386,,,0.3465187219691615,0.05856386754606796,0.43133474490004925,0.4047339329701373,,0.5551839487052423,0.5291045448863096,0.5674305846261368,0.33961622108927175,0.3369819319475239,0.47077959762715993,0.45268761700416693,0,0.5589258951387462,,,0.7601624184807398,,0.3619975577275527,0.419467966047557,,0.475691759330044,0.7404193295356669,0.558317549535136,,0.8841009318506898,0.4404837086496941,0.21270579357152158,,0.5580170055307934,0.3529460558971438,0.4682041724651327,0.5347521761569097,0.4212093305163661,0.3820764070627385,0.5999964136078876,,0.37221493877827794,0.07185430910666885,0.5357011548458162,0.8216807256234099,0.3440073162350168,0.7494444271821803,0.591099302476539,0.3111886077616067,0.7813405955567749,0.5230249013354953,0.6435539628963407,0.3855076405143113,0.39113147473449844,0.4232112578485611,0.8427518650407719,0,0.7226216727739269,0.5946592402504031,0.5051075034911856,0.5269983390098334,0.6605675601942212,0.7870919269157838,,0.6945852284920896,0.6861739819486992
m44,0.32115324511632215,0.628232816838222,0.5634579932330542,0.5910036376479192,0.6614351080292153,0.4170744372995194,0.6361858715345701,0.5738432193409062,0.7513518746054413,0.5610253772245877,0.44854332113449014,0.732483877679927,0.6724829347247434,0.42318402054726656,0.7274580308059633,0.34791689586768104,0.29365489823198027,0.5202241397512491,0.7253579067490795,0.7150446379405029,0.3717679346455264,0.49336515183988255,0.5931956757610786,0.5531267343190323,0.3295751553663664,0.4082864315082263,0.5937761025981122,0.36549906616550454,0.2946916858108237,0.24992686237435263,0.5900541100878629,0.3124300267689917,,0.38392032288277095,0.7360800097988783,0.33853199028135594,,0.5172691765380962,0.47594917789318114,0.8837334758433995,0.1622004050842562,0.5700835164482949,0.5551839487052423,,0.5196932400595509,0.5964909279979387,0.34044098531799094,0.7070859414856963,0.28785422963438556,0.259274284888623,0,0.37516500489845805,,0.847795769602637,0.37679934575924445,0.40929720452081636,0.7459018934952258,0.29615091654974884,,0.6526078264600392,0.6215684386596537,0.4737359157448017,0.6318200367259693,0.6766150422109436,0.6853642060693486,0.7017096333912989,,0.3102197684677994,0.5394350799606954,0.5640168066293407,0.6630554955263717,0.6257854535300423,0.3142471840560702,0.4006137265222265,0.33529778195769344,0.5161093783821145,0.11804401766303524,0.4377043035620398,0.6589359800461907,,0.5932954511782191,0.5803005282441203,0.542333094313099,,0.6306729143083676,0.41794676794232327,0.8163652562946677,0.6968218652387483,0.5314508314759717,,0,0.5904520655987923,0.6807501679992419,0.5982774178988646,0.6636313528545357,,0.5108482694953568,,0.2068840746697012,0.6719682339461034
m45,0.49578137655335863,0.5495649734132374,0.5113328886280922,0.42608590939570046,0.48207521209655496,0.49549367974900455,0.4283020172096593,0.6813331615081988,0.49104952885057335,0.4649776810132079,0.4330333254314836,0.46878668959850467,0.5663763025465596,0.5145430167024875,0.4374828227252697,0.5173391450417375,0.49742868042315364,0.416055259676166,0.4881664470744316,0.44573668929112353,0.5783286447029923,0.5100920584242,0.41781626795896853,0.5251932914796187,0.5714257656663878,0.6274406752644359,0.3628533806770781,0.5151937285147551,0.5718282323002836,0.7046170857691392,0.3863191836267985,0.542715869397293,,0.48814258470693395,0.43609119561372367,0.5386060286471163,0.6626436862156794,0.5942344458898179,0.543620044519215,0.2913591652448494,0.5374700339842414,0.6092558009528488,0.5291045448863096,0.5196932400595509,,0.3947564271448356,0.44047364618123486,0.4475430185095808,0.7850553243281078,0.45877421008396535,0,0.5225306161071208,,0.5571729337795235,0.491230305152439,,0.47836814922511955,0.51657087698322,0.6405882198512322,0.4429390495634904,0.39236300151215125,0.3122022689819116,0.37067047290643185,0.45774170007140774,0.3945767243161719,0.46384835893172705,,0.38438360395245785,0.3699479861856694,0.5604166403691071,0.38908005883796876,0.546100678112036,0.4002401515927886,0.5005981133880621,0.7777740177829218,0.49559424090175386,0.5415136148167662,0.433583583659157,0.49599904388468463,0.5782682754792774,0.47605601801290914,0.534354355646652,0.7046371794944521,0.413027568277663,0.563547457971414,0.4372004561273148,0.628838693419935,0.3977690862379315,0.6005254668824315,,0,0.34103360114382664,0.5699320702573895,0.5129590374560293,0.5235720002579412,0.5989279714483142,0.6178229992667683,0.2673116486476346,0.5654799273734883,0.5696785195397726
m46,0.3444223177672736,0.6225926940564634,0.7415482172497808,0.739035097447621,0.5867820424630545,0.378721506823389,0.48449317562577404,0.5320646084535253,0.5977124440499377,0.48894400281815376,0.46350658412337364,0.7754075844335027,0.6185821435092465,0.7589608460134828,0.7042565170666942,0.5067273310780813,0.3647628460529977,0.7606075116276966,0.6673019841527932,0.6601241578188556,0.46349574835232216,0.5250884047493646,0.4278710883856659,0.5668653788712431,0.5315818460025162,0.8222635029367313,0.6698750830311903,0.38089829844694295,0.1970852985924635,0.531307750932281,0.6494582372898972,0.33651395325880096,,0.33065183278912136,0.44299170430581736,0.3940559232502763,,0.5841929791400513,0.37354572744051096,0.4080101252575843,0.3007711535395122,0.43078373197581754,0.5674305846261368,0.5964909279979387,0.3947564271448356,,0.37565656229418365,0.6088097549201601,0.5775138073332945,0.3458436255124715,0,0.42518976477869863,,0.23491957727578283,0.5940100442512051,,0.5721471546879993,0.3479150499049017,,0.5657160075729475,0.6907615658945625,0.5521152227823709,0.6985816493713626,0.7799138738512869,0.708175250269057,0.43192988729658666,,0.5044360377928805,0.6275959200803345,0.6047590984983652,0.32237309792017466,0.3379042872709149,0.2717314528754593,0.7015451253503847,0.6911174818369845,0.49070261689080846,0.4480323057446357,0.25113724387003167,0.6552702460333961,0.5214126080567077,0.744664474656076,0.45522204552177237,0.32062427745673006,0.4985511211204605,0.5822658769150674,0.5953507862200231,0.5626108050360018,0.5122321873552929,0.6718509419642933,,0,0.7751313981588768,0.687472775593877,0.5362854603621205,0.5327772138065393,0.5015269598565494,0.4497452035587577,,0.6023769748915476,0.628731440782706
